Order_ID,Order_Date,Region_ID,Region,State,City,Product_ID,Category,Product,Quantity,Sales_Amount,Year,Quarter,Quarter_Start
ORD0249,2023-08-19,R04,West,Goa,Panaji,P003,Technology,Tablet,7.0,165714.21,2023,2023Q3,2023-07-01
ORD0285,2023-08-19,R02,South,Tamil Nadu,Chennai,P006,Technology,Printer,1.0,14408.6,2023,2023Q3,2023-07-01
ORD0576,2023-08-20,R04,West,Gujarat,Ahmedabad,P010,Office Supplies,Notebook,4.0,1522.48,2023,2023Q3,2023-07-01
ORD0716,2023-08-24,R02,South,Kerala,Kochi,P007,Furniture,Office Chair,3.0,27411.17,2023,2023Q3,2023-07-01
ORD0799,2023-08-26,R03,East,Odisha,Bhubaneswar,P009,Furniture,Bookshelf,5.0,31039.21,2023,2023Q3,2023-07-01
ORD0745,2023-08-27,R03,East,Bihar,Patna,P009,Furniture,Bookshelf,6.0,41297.33,2023,2023Q3,2023-07-01
ORD0872,2023-08-28,R03,East,West Bengal,Kolkata,P009,Furniture,Bookshelf,5.0,33520.71,2023,2023Q3,2023-07-01
ORD0694,2023-08-29,R04,West,Maharashtra,Mumbai,P001,Technology,Laptop,6.0,196786.1675,2023,2023Q3,2023-07-01
ORD0484,2023-08-31,R04,West,Rajasthan,Jaipur,P010,Office Supplies,Notebook,5.0,1743.74,2023,2023Q3,2023-07-01
ORD0427,2023-09-01,R02,South,Tamil Nadu,Chennai,P012,Office Supplies,File Folder,1.0,196.16,2023,2023Q3,2023-07-01
ORD0398,2023-09-03,R02,South,Tamil Nadu,Chennai,P003,Technology,Tablet,2.0,44177.0,2023,2023Q3,2023-07-01
ORD0379,2023-09-04,R03,East,West Bengal,Kolkata,P009,Furniture,Bookshelf,7.0,42334.63,2023,2023Q3,2023-07-01
ORD0468,2023-09-04,R02,South,Kerala,Kochi,P010,Office Supplies,Notebook,3.0,1151.26,2023,2023Q3,2023-07-01
ORD0400,2023-09-05,R01,North,Punjab,Ludhiana,P003,Technology,Tablet,6.0,129016.97,2023,2023Q3,2023-07-01
ORD0533,2023-09-05,R01,North,Punjab,Ludhiana,P001,Technology,Laptop,2.0,141412.98,2023,2023Q3,2023-07-01
ORD0547,2023-09-06,R02,South,Kerala,Kochi,P003,Technology,Tablet,6.0,149340.48,2023,2023Q3,2023-07-01
ORD0792,2023-09-11,R03,East,West Bengal,Kolkata,P009,Furniture,Bookshelf,1.0,5931.34,2023,2023Q3,2023-07-01
ORD0235,2023-09-13,R04,West,Gujarat,Ahmedabad,P002,Technology,Smartphone,7.0,195187.39,2023,2023Q3,2023-07-01
ORD0287,2023-09-15,R02,South,Karnataka,Bengaluru,P004,Technology,Monitor,6.0,113657.88,2023,2023Q3,2023-07-01
ORD0080,2023-09-16,R02,South,Tamil Nadu,Chennai,P009,Furniture,Bookshelf,3.0,25612.1,2023,2023Q3,2023-07-01
ORD0412,2023-09-18,R01,North,Haryana,Gurugram,P006,Technology,Printer,3.0,41123.85,2023,2023Q3,2023-07-01
ORD0824,2023-09-18,R03,East,Bihar,Patna,P006,Technology,Printer,4.0,50066.34,2023,2023Q3,2023-07-01
ORD0924,2023-09-18,R01,North,Uttar Pradesh,Lucknow,P007,Furniture,Office Chair,6.0,54704.84,2023,2023Q3,2023-07-01
ORD0024,2023-09-19,R02,South,Tamil Nadu,Chennai,P005,Technology,Keyboard,3.0,8568.96,2023,2023Q3,2023-07-01
ORD0697,2023-09-19,R01,North,Uttar Pradesh,Lucknow,P009,Furniture,Bookshelf,5.0,36364.63,2023,2023Q3,2023-07-01
ORD0810,2023-09-23,R04,West,Maharashtra,Mumbai,P004,Technology,Monitor,3.0,50329.26,2023,2023Q3,2023-07-01
ORD0214,2023-09-25,R04,West,Goa,Panaji,P011,Office Supplies,Pen Set,2.0,541.81,2023,2023Q3,2023-07-01
ORD0282,2023-09-25,R02,South,Kerala,Kochi,P007,Furniture,Office Chair,4.0,41617.85,2023,2023Q3,2023-07-01
ORD0124,2023-09-27,R03,East,Bihar,Patna,P004,Technology,Monitor,6.0,88198.14,2023,2023Q3,2023-07-01
ORD0127,2023-09-27,R02,South,Karnataka,Bengaluru,P010,Office Supplies,Notebook,3.0,1252.28,2023,2023Q3,2023-07-01
ORD0849,2023-09-28,R04,West,Rajasthan,Jaipur,P001,Technology,Laptop,6.0,196786.1675,2023,2023Q3,2023-07-01
ORD0417,2023-09-29,R04,West,Rajasthan,Jaipur,P011,Office Supplies,Pen Set,6.0,1539.14,2023,2023Q3,2023-07-01
ORD0116,2023-09-30,R03,East,Odisha,Bhubaneswar,P002,Technology,Smartphone,7.0,170454.5,2023,2023Q3,2023-07-01
ORD0383,2023-09-30,R01,North,Haryana,Gurugram,P004,Technology,Monitor,3.0,45434.92,2023,2023Q3,2023-07-01
ORD0982,2023-09-30,R01,North,Haryana,Gurugram,P007,Furniture,Office Chair,4.0,39742.15,2023,2023Q3,2023-07-01
ORD0280,2023-10-01,R01,North,Punjab,Ludhiana,P010,Office Supplies,Notebook,2.0,898.83,2023,2023Q4,2023-10-01
ORD0660,2023-10-01,R02,South,Kerala,Kochi,P003,Technology,Tablet,6.0,157569.72,2023,2023Q4,2023-10-01
ORD0771,2023-10-01,R01,North,Delhi,New Delhi,P002,Technology,Smartphone,5.0,176011.35,2023,2023Q4,2023-10-01
ORD0177,2023-10-02,R02,South,Tamil Nadu,Chennai,P007,Furniture,Office Chair,6.0,73258.47,2023,2023Q4,2023-10-01
ORD0681,2023-10-03,R02,South,Telangana,Hyderabad,P010,Office Supplies,Notebook,3.0,1315.33,2023,2023Q4,2023-10-01
ORD0640,2023-10-07,R01,North,Delhi,New Delhi,P004,Technology,Monitor,4.0,68076.7,2023,2023Q4,2023-10-01
ORD0705,2023-10-07,R02,South,Telangana,Hyderabad,P008,Furniture,Office Desk,4.0,80936.56,2023,2023Q4,2023-10-01
ORD0732,2023-10-07,R01,North,Delhi,New Delhi,P008,Furniture,Office Desk,5.0,87542.09,2023,2023Q4,2023-10-01
ORD0743,2023-10-07,R03,East,Jharkhand,Ranchi,P003,Technology,Tablet,4.0,95012.72,2023,2023Q4,2023-10-01
ORD0685,2023-10-09,R01,North,Delhi,New Delhi,P007,Furniture,Office Chair,5.0,54187.23,2023,2023Q4,2023-10-01
ORD0117,2023-10-10,R03,East,Bihar,Patna,P009,Furniture,Bookshelf,5.0,40098.57,2023,2023Q4,2023-10-01
ORD0753,2023-10-10,R01,North,Uttar Pradesh,Lucknow,P010,Office Supplies,Notebook,3.0,1349.45,2023,2023Q4,2023-10-01
ORD0303,2023-10-11,R02,South,Karnataka,Bengaluru,P006,Technology,Printer,6.0,102640.95,2023,2023Q4,2023-10-01
ORD0551,2023-10-14,R01,North,Haryana,Gurugram,P012,Office Supplies,File Folder,7.0,1390.65,2023,2023Q4,2023-10-01
ORD0899,2023-10-14,R04,West,Gujarat,Ahmedabad,P002,Technology,Smartphone,1.0,38931.34,2023,2023Q4,2023-10-01
ORD0910,2023-10-16,R04,West,Maharashtra,Mumbai,P003,Technology,Tablet,6.0,166823.39,2023,2023Q4,2023-10-01
ORD0203,2023-10-18,R02,South,Tamil Nadu,Chennai,P012,Office Supplies,File Folder,1.0,205.76,2023,2023Q4,2023-10-01
ORD0213,2023-10-18,R01,North,Haryana,Gurugram,P012,Office Supplies,File Folder,2.0,398.59,2023,2023Q4,2023-10-01
ORD0593,2023-10-18,R02,South,Karnataka,Bengaluru,P007,Furniture,Office Chair,4.0,44261.13,2023,2023Q4,2023-10-01
ORD0619,2023-10-18,R03,East,Odisha,Bhubaneswar,P007,Furniture,Office Chair,3.0,25460.23,2023,2023Q4,2023-10-01
ORD0158,2023-10-19,R03,East,Bihar,Patna,P010,Office Supplies,Notebook,7.0,2741.07,2023,2023Q4,2023-10-01
ORD0564,2023-10-19,R02,South,Karnataka,Bengaluru,P008,Furniture,Office Desk,7.0,130302.36,2023,2023Q4,2023-10-01
ORD0179,2023-10-20,R04,West,Rajasthan,Jaipur,P011,Office Supplies,Pen Set,6.0,1752.6,2023,2023Q4,2023-10-01
ORD0288,2023-10-21,R02,South,Tamil Nadu,Chennai,P011,Office Supplies,Pen Set,2.0,691.57,2023,2023Q4,2023-10-01
ORD0064,2023-10-22,R02,South,Kerala,Kochi,P003,Technology,Tablet,2.0,59229.09,2023,2023Q4,2023-10-01
ORD0292,2023-10-22,R01,North,Delhi,New Delhi,P011,Office Supplies,Pen Set,6.0,1792.17,2023,2023Q4,2023-10-01
ORD0671,2023-10-27,R04,West,Rajasthan,Jaipur,P011,Office Supplies,Pen Set,2.0,638.51,2023,2023Q4,2023-10-01
ORD0856,2023-10-27,R04,West,Gujarat,Ahmedabad,P005,Technology,Keyboard,5.0,15347.62,2023,2023Q4,2023-10-01
ORD0784,2023-10-28,R01,North,Punjab,Ludhiana,P001,Technology,Laptop,6.0,196786.1675,2023,2023Q4,2023-10-01
ORD0815,2023-10-28,R01,North,Uttar Pradesh,Lucknow,P004,Technology,Monitor,4.0,68274.57,2023,2023Q4,2023-10-01
ORD0782,2023-10-29,R01,North,Punjab,Ludhiana,P003,Technology,Tablet,4.0,95828.31,2023,2023Q4,2023-10-01
ORD0841,2023-10-29,R02,South,Tamil Nadu,Chennai,P005,Technology,Keyboard,5.0,16306.09,2023,2023Q4,2023-10-01
ORD0538,2023-10-31,R04,West,Maharashtra,Mumbai,P002,Technology,Smartphone,5.0,157799.49,2023,2023Q4,2023-10-01
ORD0256,2023-11-01,R04,West,Rajasthan,Jaipur,P009,Furniture,Bookshelf,7.0,61887.17,2023,2023Q4,2023-10-01
ORD0967,2023-11-01,R04,West,Rajasthan,Jaipur,P004,Technology,Monitor,4.0,76040.23,2023,2023Q4,2023-10-01
ORD0912,2023-11-02,R01,North,Punjab,Ludhiana,P010,Office Supplies,Notebook,3.0,1213.98,2023,2023Q4,2023-10-01
ORD0052,2023-11-03,R01,North,Delhi,New Delhi,P003,Technology,Tablet,1.0,27072.69,2023,2023Q4,2023-10-01
ORD0946,2023-11-03,R01,North,Haryana,Gurugram,P011,Office Supplies,Pen Set,7.0,1949.62,2023,2023Q4,2023-10-01
ORD0264,2023-11-04,R02,South,Telangana,Hyderabad,P002,Technology,Smartphone,2.0,74271.63,2023,2023Q4,2023-10-01
ORD0889,2023-11-04,R02,South,Tamil Nadu,Chennai,P007,Furniture,Office Chair,3.0,36744.07,2023,2023Q4,2023-10-01
ORD0778,2023-11-05,R01,North,Delhi,New Delhi,P012,Office Supplies,File Folder,3.0,605.64,2023,2023Q4,2023-10-01
ORD0072,2023-11-06,R03,East,Jharkhand,Ranchi,P005,Technology,Keyboard,1.0,2541.43,2023,2023Q4,2023-10-01
ORD0240,2023-11-06,R04,West,Gujarat,Ahmedabad,P007,Furniture,Office Chair,4.0,45451.72,2023,2023Q4,2023-10-01
ORD0894,2023-11-06,R02,South,Telangana,Hyderabad,P006,Technology,Printer,3.0,46732.76,2023,2023Q4,2023-10-01
ORD0693,2023-11-08,R04,West,Goa,Panaji,P012,Office Supplies,File Folder,2.0,481.05,2023,2023Q4,2023-10-01
ORD0959,2023-11-09,R02,South,Kerala,Kochi,P006,Technology,Printer,3.0,47284.17,2023,2023Q4,2023-10-01
ORD0957,2023-11-10,R03,East,Odisha,Bhubaneswar,P007,Furniture,Office Chair,2.0,18110.69,2023,2023Q4,2023-10-01
ORD0279,2023-11-14,R03,East,Jharkhand,Ranchi,P012,Office Supplies,File Folder,7.0,1193.67,2023,2023Q4,2023-10-01
ORD0318,2023-11-14,R02,South,Kerala,Kochi,P006,Technology,Printer,7.0,108890.06,2023,2023Q4,2023-10-01
ORD0424,2023-11-14,R02,South,Telangana,Hyderabad,P009,Furniture,Bookshelf,5.0,44942.66,2023,2023Q4,2023-10-01
ORD0275,2023-11-15,R01,North,Punjab,Ludhiana,P010,Office Supplies,Notebook,7.0,2692.49,2023,2023Q4,2023-10-01
ORD0441,2023-11-15,R02,South,Telangana,Hyderabad,P003,Technology,Tablet,2.0,51196.09,2023,2023Q4,2023-10-01
ORD0591,2023-11-15,R04,West,Goa,Panaji,P001,Technology,Laptop,4.0,196786.1675,2023,2023Q4,2023-10-01
ORD0798,2023-11-15,R01,North,Punjab,Ludhiana,P004,Technology,Monitor,2.0,34004.17,2023,2023Q4,2023-10-01
ORD0430,2023-11-19,R02,South,Tamil Nadu,Chennai,P008,Furniture,Office Desk,5.0,99279.79,2023,2023Q4,2023-10-01
ORD0873,2023-11-19,R01,North,Punjab,Ludhiana,P006,Technology,Printer,5.0,66021.22,2023,2023Q4,2023-10-01
ORD0550,2023-11-20,R01,North,Punjab,Ludhiana,P007,Furniture,Office Chair,2.0,22081.94,2023,2023Q4,2023-10-01
ORD0198,2023-11-21,R04,West,Maharashtra,Mumbai,P008,Furniture,Office Desk,2.0,35696.93,2023,2023Q4,2023-10-01
ORD0812,2023-11-21,R01,North,Uttar Pradesh,Lucknow,P007,Furniture,Office Chair,3.0,34091.28,2023,2023Q4,2023-10-01
ORD0526,2023-11-22,R04,West,Gujarat,Ahmedabad,P002,Technology,Smartphone,6.0,196786.1675,2023,2023Q4,2023-10-01
ORD0793,2023-11-22,R01,North,Uttar Pradesh,Lucknow,P008,Furniture,Office Desk,7.0,124754.9,2023,2023Q4,2023-10-01
ORD0816,2023-11-23,R01,North,Delhi,New Delhi,P009,Furniture,Bookshelf,1.0,8251.71,2023,2023Q4,2023-10-01
ORD0920,2023-11-23,R02,South,Telangana,Hyderabad,P007,Furniture,Office Chair,2.0,20760.17,2023,2023Q4,2023-10-01
ORD0401,2023-11-25,R04,West,Goa,Panaji,P002,Technology,Smartphone,5.0,187648.56,2023,2023Q4,2023-10-01
ORD0727,2023-11-25,R02,South,Kerala,Kochi,P008,Furniture,Office Desk,7.0,117184.83,2023,2023Q4,2023-10-01
ORD0375,2023-11-27,R04,West,Goa,Panaji,P008,Furniture,Office Desk,3.0,56499.09,2023,2023Q4,2023-10-01
ORD0668,2023-11-27,R03,East,Odisha,Bhubaneswar,P006,Technology,Printer,5.0,64584.04,2023,2023Q4,2023-10-01
ORD0760,2023-11-27,R03,East,Jharkhand,Ranchi,P001,Technology,Laptop,2.0,139907.66,2023,2023Q4,2023-10-01
ORD0253,2023-11-28,R03,East,Bihar,Patna,P006,Technology,Printer,5.0,66753.16,2023,2023Q4,2023-10-01
ORD0653,2023-11-28,R03,East,West Bengal,Kolkata,P005,Technology,Keyboard,7.0,19565.79,2023,2023Q4,2023-10-01
ORD0599,2023-12-02,R02,South,Kerala,Kochi,P001,Technology,Laptop,5.0,196786.1675,2023,2023Q4,2023-10-01
ORD0726,2023-12-03,R02,South,Karnataka,Bengaluru,P012,Office Supplies,File Folder,2.0,509.75,2023,2023Q4,2023-10-01
ORD0289,2023-12-04,R01,North,Haryana,Gurugram,P002,Technology,Smartphone,4.0,120189.87,2023,2023Q4,2023-10-01
ORD0444,2023-12-04,R03,East,Odisha,Bhubaneswar,P011,Office Supplies,Pen Set,5.0,1312.98,2023,2023Q4,2023-10-01
ORD0422,2023-12-05,R01,North,Uttar Pradesh,Lucknow,P003,Technology,Tablet,4.0,104376.08,2023,2023Q4,2023-10-01
ORD0669,2023-12-05,R02,South,Karnataka,Bengaluru,P006,Technology,Printer,5.0,79870.23,2023,2023Q4,2023-10-01
ORD0042,2023-12-06,R03,East,Bihar,Patna,P005,Technology,Keyboard,6.0,16733.08,2023,2023Q4,2023-10-01
ORD0348,2023-12-07,R04,West,Gujarat,Ahmedabad,P001,Technology,Laptop,7.0,196786.1675,2023,2023Q4,2023-10-01
ORD0900,2023-12-07,R04,West,Rajasthan,Jaipur,P011,Office Supplies,Pen Set,7.0,2165.74,2023,2023Q4,2023-10-01
ORD0228,2023-12-09,R02,South,Tamil Nadu,Chennai,P004,Technology,Monitor,6.0,132718.91,2023,2023Q4,2023-10-01
ORD0094,2023-12-10,R02,South,Kerala,Kochi,P004,Technology,Monitor,2.0,37748.1,2023,2023Q4,2023-10-01
ORD0721,2023-12-11,R01,North,Delhi,New Delhi,P002,Technology,Smartphone,4.0,127749.56,2023,2023Q4,2023-10-01
ORD0039,2023-12-12,R01,North,Haryana,Gurugram,P007,Furniture,Office Chair,1.0,11062.6,2023,2023Q4,2023-10-01
ORD0768,2023-12-14,R03,East,West Bengal,Kolkata,P006,Technology,Printer,1.0,14387.57,2023,2023Q4,2023-10-01
ORD0066,2023-12-16,R01,North,Delhi,New Delhi,P010,Office Supplies,Notebook,3.0,1147.47,2023,2023Q4,2023-10-01
ORD0987,2023-12-19,R01,North,Delhi,New Delhi,P011,Office Supplies,Pen Set,2.0,539.61,2023,2023Q4,2023-10-01
ORD0740,2023-12-23,R01,North,Punjab,Ludhiana,P001,Technology,Laptop,2.0,167904.36,2023,2023Q4,2023-10-01
ORD0639,2023-12-24,R03,East,Jharkhand,Ranchi,P012,Office Supplies,File Folder,2.0,392.13,2023,2023Q4,2023-10-01
ORD0010,2023-12-28,R01,North,Punjab,Ludhiana,P006,Technology,Printer,2.0,30713.8,2023,2023Q4,2023-10-01
ORD0635,2023-12-28,R04,West,Maharashtra,Mumbai,P005,Technology,Keyboard,1.0,3142.7,2023,2023Q4,2023-10-01
ORD0259,2023-12-29,R02,South,Kerala,Kochi,P011,Office Supplies,Pen Set,3.0,988.94,2023,2023Q4,2023-10-01
ORD0616,2023-12-29,R04,West,Rajasthan,Jaipur,P009,Furniture,Bookshelf,1.0,8957.43,2023,2023Q4,2023-10-01
ORD0720,2023-12-29,R02,South,Tamil Nadu,Chennai,P005,Technology,Keyboard,4.0,11387.76,2023,2023Q4,2023-10-01
ORD0582,2023-12-30,R02,South,Karnataka,Bengaluru,P012,Office Supplies,File Folder,2.0,429.71,2023,2023Q4,2023-10-01
ORD0134,2024-01-01,R02,South,Telangana,Hyderabad,P008,Furniture,Office Desk,1.0,15088.58,2024,2024Q1,2024-01-01
ORD0552,2024-01-01,R02,South,Tamil Nadu,Chennai,P008,Furniture,Office Desk,6.0,95449.68,2024,2024Q1,2024-01-01
ORD0330,2024-01-03,R03,East,West Bengal,Kolkata,P001,Technology,Laptop,6.0,196786.1675,2024,2024Q1,2024-01-01
ORD0549,2024-01-05,R03,East,Odisha,Bhubaneswar,P001,Technology,Laptop,5.0,196786.1675,2024,2024Q1,2024-01-01
ORD0788,2024-01-05,R04,West,Gujarat,Ahmedabad,P003,Technology,Tablet,1.0,24512.63,2024,2024Q1,2024-01-01
ORD0742,2024-01-06,R02,South,Telangana,Hyderabad,P007,Furniture,Office Chair,3.0,28582.16,2024,2024Q1,2024-01-01
ORD0450,2024-01-07,R03,East,West Bengal,Kolkata,P004,Technology,Monitor,4.0,59720.24,2024,2024Q1,2024-01-01
ORD0662,2024-01-07,R02,South,Telangana,Hyderabad,P011,Office Supplies,Pen Set,6.0,1774.95,2024,2024Q1,2024-01-01
ORD0308,2024-01-08,R04,West,Gujarat,Ahmedabad,P001,Technology,Laptop,2.0,144453.3,2024,2024Q1,2024-01-01
ORD0386,2024-01-08,R04,West,Gujarat,Ahmedabad,P003,Technology,Tablet,3.0,66917.54,2024,2024Q1,2024-01-01
ORD0875,2024-01-08,R03,East,Bihar,Patna,P010,Office Supplies,Notebook,3.0,1028.09,2024,2024Q1,2024-01-01
ORD0917,2024-01-08,R02,South,Karnataka,Bengaluru,P006,Technology,Printer,2.0,25527.96,2024,2024Q1,2024-01-01
ORD0025,2024-01-11,R02,South,Telangana,Hyderabad,P002,Technology,Smartphone,1.0,34237.82,2024,2024Q1,2024-01-01
ORD0402,2024-01-11,R01,North,Uttar Pradesh,Lucknow,P004,Technology,Monitor,7.0,109466.08,2024,2024Q1,2024-01-01
ORD0311,2024-01-12,R04,West,Maharashtra,Mumbai,P004,Technology,Monitor,3.0,47286.35,2024,2024Q1,2024-01-01
ORD0170,2024-01-13,R04,West,Maharashtra,Mumbai,P006,Technology,Printer,1.0,13235.17,2024,2024Q1,2024-01-01
ORD0613,2024-01-14,R03,East,Jharkhand,Ranchi,P008,Furniture,Office Desk,5.0,69063.7,2024,2024Q1,2024-01-01
ORD0220,2024-01-17,R02,South,Kerala,Kochi,P004,Technology,Monitor,5.0,90447.95,2024,2024Q1,2024-01-01
ORD0529,2024-01-17,R01,North,Haryana,Gurugram,P008,Furniture,Office Desk,1.0,16329.45,2024,2024Q1,2024-01-01
ORD0866,2024-01-18,R02,South,Karnataka,Bengaluru,P010,Office Supplies,Notebook,1.0,370.91,2024,2024Q1,2024-01-01
ORD0378,2024-01-19,R01,North,Punjab,Ludhiana,P009,Furniture,Bookshelf,1.0,6737.94,2024,2024Q1,2024-01-01
ORD0465,2024-01-19,R01,North,Punjab,Ludhiana,P004,Technology,Monitor,2.0,31263.63,2024,2024Q1,2024-01-01
ORD0656,2024-01-20,R04,West,Goa,Panaji,P012,Office Supplies,File Folder,2.0,429.62,2024,2024Q1,2024-01-01
ORD0565,2024-01-21,R04,West,Goa,Panaji,P010,Office Supplies,Notebook,1.0,375.88,2024,2024Q1,2024-01-01
ORD0531,2024-01-22,R02,South,Telangana,Hyderabad,P001,Technology,Laptop,2.0,134769.95,2024,2024Q1,2024-01-01
ORD0361,2024-01-25,R01,North,Punjab,Ludhiana,P001,Technology,Laptop,2.0,121187.42,2024,2024Q1,2024-01-01
ORD0646,2024-01-25,R01,North,Haryana,Gurugram,P011,Office Supplies,Pen Set,1.0,240.42,2024,2024Q1,2024-01-01
ORD0903,2024-01-27,R01,North,Haryana,Gurugram,P003,Technology,Tablet,5.0,109064.31,2024,2024Q1,2024-01-01
ORD0211,2024-01-28,R01,North,Delhi,New Delhi,P010,Office Supplies,Notebook,4.0,1413.37,2024,2024Q1,2024-01-01
ORD0672,2024-01-30,R02,South,Telangana,Hyderabad,P009,Furniture,Bookshelf,2.0,16134.72,2024,2024Q1,2024-01-01
ORD0096,2024-01-31,R03,East,Jharkhand,Ranchi,P012,Office Supplies,File Folder,6.0,977.31,2024,2024Q1,2024-01-01
ORD0257,2024-01-31,R03,East,West Bengal,Kolkata,P004,Technology,Monitor,7.0,98843.86,2024,2024Q1,2024-01-01
ORD0241,2024-02-01,R02,South,Telangana,Hyderabad,P006,Technology,Printer,1.0,12755.13,2024,2024Q1,2024-01-01
ORD0222,2024-02-02,R01,North,Haryana,Gurugram,P005,Technology,Keyboard,3.0,7105.66,2024,2024Q1,2024-01-01
ORD0007,2024-02-03,R04,West,Goa,Panaji,P003,Technology,Tablet,4.0,86451.88,2024,2024Q1,2024-01-01
ORD0038,2024-02-03,R02,South,Karnataka,Bengaluru,P001,Technology,Laptop,6.0,196786.1675,2024,2024Q1,2024-01-01
ORD0405,2024-02-03,R01,North,Punjab,Ludhiana,P007,Furniture,Office Chair,7.0,58380.32,2024,2024Q1,2024-01-01
ORD0844,2024-02-03,R04,West,Maharashtra,Mumbai,P002,Technology,Smartphone,4.0,120156.1,2024,2024Q1,2024-01-01
ORD0362,2024-02-04,R01,North,Delhi,New Delhi,P007,Furniture,Office Chair,7.0,65428.77,2024,2024Q1,2024-01-01
ORD0388,2024-02-05,R02,South,Tamil Nadu,Chennai,P004,Technology,Monitor,1.0,17539.12,2024,2024Q1,2024-01-01
ORD0460,2024-02-06,R01,North,Punjab,Ludhiana,P006,Technology,Printer,6.0,81194.24,2024,2024Q1,2024-01-01
ORD0512,2024-02-06,R04,West,Rajasthan,Jaipur,P001,Technology,Laptop,4.0,196786.1675,2024,2024Q1,2024-01-01
ORD0874,2024-02-09,R04,West,Rajasthan,Jaipur,P008,Furniture,Office Desk,1.0,16906.51,2024,2024Q1,2024-01-01
ORD0644,2024-02-10,R04,West,Gujarat,Ahmedabad,P010,Office Supplies,Notebook,4.0,1567.01,2024,2024Q1,2024-01-01
ORD0114,2024-02-11,R03,East,Odisha,Bhubaneswar,P003,Technology,Tablet,1.0,18619.47,2024,2024Q1,2024-01-01
ORD0437,2024-02-12,R03,East,West Bengal,Kolkata,P008,Furniture,Office Desk,6.0,79627.56,2024,2024Q1,2024-01-01
ORD0962,2024-02-14,R04,West,Goa,Panaji,P007,Furniture,Office Chair,6.0,61539.2,2024,2024Q1,2024-01-01
ORD0836,2024-02-15,R02,South,Kerala,Kochi,P010,Office Supplies,Notebook,2.0,710.53,2024,2024Q1,2024-01-01
ORD0869,2024-02-16,R03,East,Odisha,Bhubaneswar,P005,Technology,Keyboard,4.0,8956.02,2024,2024Q1,2024-01-01
ORD0643,2024-02-18,R03,East,West Bengal,Kolkata,P012,Office Supplies,File Folder,1.0,165.67,2024,2024Q1,2024-01-01
ORD0161,2024-02-23,R03,East,Odisha,Bhubaneswar,P010,Office Supplies,Notebook,1.0,299.75,2024,2024Q1,2024-01-01
ORD0301,2024-02-25,R03,East,Bihar,Patna,P007,Furniture,Office Chair,6.0,51337.02,2024,2024Q1,2024-01-01
ORD0323,2024-02-25,R02,South,Telangana,Hyderabad,P007,Furniture,Office Chair,4.0,41379.06,2024,2024Q1,2024-01-01
ORD0876,2024-02-27,R02,South,Telangana,Hyderabad,P007,Furniture,Office Chair,1.0,10314.53,2024,2024Q1,2024-01-01
ORD0980,2024-02-29,R02,South,Telangana,Hyderabad,P007,Furniture,Office Chair,5.0,49238.17,2024,2024Q1,2024-01-01
ORD0204,2024-03-01,R04,West,Rajasthan,Jaipur,P008,Furniture,Office Desk,1.0,17185.39,2024,2024Q1,2024-01-01
ORD0757,2024-03-02,R02,South,Karnataka,Bengaluru,P002,Technology,Smartphone,2.0,67090.39,2024,2024Q1,2024-01-01
ORD0667,2024-03-04,R02,South,Kerala,Kochi,P010,Office Supplies,Notebook,7.0,2467.07,2024,2024Q1,2024-01-01
ORD0773,2024-03-04,R03,East,Jharkhand,Ranchi,P012,Office Supplies,File Folder,7.0,1249.14,2024,2024Q1,2024-01-01
ORD0147,2024-03-05,R04,West,Rajasthan,Jaipur,P008,Furniture,Office Desk,2.0,30522.85,2024,2024Q1,2024-01-01
ORD0426,2024-03-05,R04,West,Maharashtra,Mumbai,P012,Office Supplies,File Folder,3.0,606.77,2024,2024Q1,2024-01-01
ORD0789,2024-03-09,R02,South,Telangana,Hyderabad,P002,Technology,Smartphone,2.0,59935.87,2024,2024Q1,2024-01-01
ORD0120,2024-03-15,R02,South,Telangana,Hyderabad,P008,Furniture,Office Desk,5.0,79000.22,2024,2024Q1,2024-01-01
ORD0467,2024-03-16,R03,East,Bihar,Patna,P011,Office Supplies,Pen Set,7.0,1488.14,2024,2024Q1,2024-01-01
ORD0680,2024-03-18,R02,South,Kerala,Kochi,P012,Office Supplies,File Folder,1.0,202.44,2024,2024Q1,2024-01-01
ORD0941,2024-03-18,R04,West,Gujarat,Ahmedabad,P004,Technology,Monitor,1.0,16497.42,2024,2024Q1,2024-01-01
ORD0985,2024-03-19,R02,South,Karnataka,Bengaluru,P008,Furniture,Office Desk,4.0,58728.41,2024,2024Q1,2024-01-01
ORD0314,2024-03-22,R01,North,Haryana,Gurugram,P008,Furniture,Office Desk,1.0,16084.48,2024,2024Q1,2024-01-01
ORD0436,2024-03-22,R02,South,Telangana,Hyderabad,P003,Technology,Tablet,1.0,26883.14,2024,2024Q1,2024-01-01
ORD0722,2024-03-24,R03,East,Odisha,Bhubaneswar,P003,Technology,Tablet,1.0,21920.59,2024,2024Q1,2024-01-01
ORD0047,2024-03-25,R04,West,Gujarat,Ahmedabad,P008,Furniture,Office Desk,3.0,43258.37,2024,2024Q1,2024-01-01
ORD0457,2024-03-25,R03,East,West Bengal,Kolkata,P001,Technology,Laptop,4.0,196786.1675,2024,2024Q1,2024-01-01
ORD0295,2024-03-27,R02,South,Karnataka,Bengaluru,P005,Technology,Keyboard,2.0,5202.14,2024,2024Q1,2024-01-01
ORD0852,2024-03-27,R04,West,Goa,Panaji,P010,Office Supplies,Notebook,4.0,1444.53,2024,2024Q1,2024-01-01
