Order ID,Order Date,Region,Sales
ORD101586,2024-08-20,Asia,3952.16
ORD101435,2024-08-21,South America,3419.4
ORD101439,2024-08-21,Asia,3589.78
ORD101527,2024-08-21,Australia,4131.63
ORD101756,2024-08-21,Africa,2836.2
ORD100167,2024-08-22,Africa,3496.71
ORD100321,2024-08-22,Asia,5463.22
ORD100403,2024-08-22,Australia,3592.74
ORD100595,2024-08-22,Africa,1888.19
ORD101404,2024-08-23,Africa,3127.34
ORD101504,2024-08-23,Africa,2644.75
ORD101950,2024-08-23,Africa,2472.21
ORD100607,2024-08-24,Australia,3010.93
ORD101249,2024-08-25,Europe,4702.03
ORD101388,2024-08-25,North America,4157.71
ORD100066,2024-08-26,Australia,4794.84
ORD100632,2024-08-27,Africa,4160.27
ORD100646,2024-08-28,Asia,4971.32
ORD101095,2024-08-28,Australia,4593.1
ORD101915,2024-08-28,Asia,5059.26
ORD100077,2024-08-29,Asia,5190.52
ORD100254,2024-08-29,Asia,3118.76
ORD101514,2024-08-29,North America,5817.71
ORD100294,2024-08-30,Europe,3422.03
ORD101145,2024-08-30,Europe,3980.58
ORD101777,2024-08-30,Asia,4964.28
ORD100738,2024-08-31,North America,5910.36
ORD101069,2024-08-31,Europe,5753.04
ORD101494,2024-08-31,Australia,4086.35
ORD101511,2024-08-31,Asia,3071.6
ORD101905,2024-08-31,Europe,3288.83
ORD100169,2024-09-01,Africa,2561.32
ORD100487,2024-09-01,Australia,5241.41
ORD101030,2024-09-01,Asia,4922.46
ORD100371,2024-09-02,North America,6621.04
ORD100199,2024-09-04,Europe,3737.45
ORD100627,2024-09-04,Europe,3535.67
ORD101142,2024-09-04,Asia,2836.18
ORD101176,2024-09-04,Asia,6068.39
ORD101771,2024-09-04,North America,5590.73
ORD101160,2024-09-05,North America,4085.64
ORD101782,2024-09-05,North America,4350.39
ORD101900,2024-09-05,Europe,3199.3
ORD101330,2024-09-06,Asia,3737.99
ORD101974,2024-09-06,Australia,4757.29
ORD100197,2024-09-07,North America,5738.29
ORD100991,2024-09-07,North America,6169.45
ORD101372,2024-09-07,Europe,4613.2
ORD101711,2024-09-07,Australia,3879.27
ORD101978,2024-09-07,South America,2818.39
ORD101357,2024-09-08,Asia,4798.27
ORD101647,2024-09-08,South America,4367.03
ORD101793,2024-09-08,South America,4738.52
ORD100268,2024-09-10,Australia,3273.55
ORD101236,2024-09-10,Africa,2920.94
ORD101383,2024-09-10,North America,5123.4
ORD101407,2024-09-10,Asia,3999.15
ORD101592,2024-09-10,Africa,3872.97
ORD100139,2024-09-11,North America,5502.48
ORD101312,2024-09-11,North America,5523.42
ORD101757,2024-09-11,Africa,2501.94
ORD100979,2024-09-13,South America,6041.83
ORD101363,2024-09-13,Asia,4843.11
ORD100044,2024-09-16,South America,2809.47
ORD101831,2024-09-16,North America,7538.86
ORD100521,2024-09-18,Europe,5528.94
ORD101685,2024-09-19,Europe,3308.47
ORD101699,2024-09-19,Europe,2584.11
ORD101927,2024-09-19,South America,3374.92
ORD100765,2024-09-20,North America,4958.81
ORD100998,2024-09-20,Europe,3239.53
ORD100194,2024-09-21,Australia,3853.39
ORD101572,2024-09-21,Asia,3455.95
ORD101925,2024-09-21,North America,4262.7
ORD100301,2024-09-22,North America,6466.37
ORD101773,2024-09-22,Africa,3483.29
ORD100053,2024-09-23,Europe,4024.17
ORD100746,2024-09-23,Asia,3472.93
ORD101052,2024-09-23,North America,4026.58
ORD100201,2024-09-24,Asia,3549.18
ORD100630,2024-09-24,Europe,2982.2
ORD101138,2024-09-24,South America,3378.65
ORD101360,2024-09-24,North America,3939.54
ORD100063,2024-09-25,Europe,3612.8
ORD100393,2024-09-25,North America,5613.37
ORD100628,2024-09-25,North America,6245.01
ORD101271,2024-09-26,Asia,6852.58
ORD100068,2024-09-27,South America,4859.01
ORD101151,2024-09-27,South America,3226.42
ORD100022,2024-09-28,South America,1454.81
ORD100332,2024-09-28,Asia,3709.48
ORD100909,2024-09-28,Africa,2926.14
ORD101864,2024-09-28,North America,5709.91
ORD101967,2024-09-28,Europe,4025.96
ORD101044,2024-09-29,Australia,4241.48
ORD101268,2024-09-29,Asia,3325.84
ORD101937,2024-09-29,Europe,4723.26
ORD100374,2024-09-30,Africa,3407.1
ORD100498,2024-09-30,Asia,2367.51
ORD100576,2024-09-30,North America,5994.8
ORD101857,2024-10-01,South America,4183.9
ORD100770,2024-10-02,Africa,2377.54
ORD100913,2024-10-02,Australia,1351.08
ORD101748,2024-10-02,North America,7550.15
ORD101772,2024-10-02,Africa,3609.27
ORD100379,2024-10-04,Asia,5079.73
ORD100634,2024-10-04,South America,4323.09
ORD101718,2024-10-04,Australia,2868.47
ORD101945,2024-10-04,Europe,5344.98
ORD100188,2024-10-05,Australia,4264.24
ORD101285,2024-10-06,North America,5895.11
ORD100758,2024-10-07,Australia,4684.44
ORD101017,2024-10-07,Europe,4548.36
ORD101159,2024-10-07,Europe,4679.35
ORD101593,2024-10-07,South America,2403.18
ORD100614,2024-10-08,Europe,6667.86
ORD101468,2024-10-08,Asia,4241.63
ORD101761,2024-10-08,South America,2850.93
ORD101881,2024-10-08,North America,5142.11
ORD101385,2024-10-09,North America,4410.73
ORD100094,2024-10-10,Europe,5547.62
ORD101066,2024-10-10,Australia,3190.63
ORD101629,2024-10-10,Europe,3654.51
ORD100809,2024-10-12,Europe,3624.2
ORD101094,2024-10-13,North America,4262.59
ORD101173,2024-10-13,Asia,5234.01
ORD101352,2024-10-13,Africa,2655.31
ORD100552,2024-10-14,Asia,5352.71
ORD101283,2024-10-14,Europe,6377.22
ORD101921,2024-10-14,Australia,1975.9
ORD101478,2024-10-15,North America,7279.66
ORD101694,2024-10-15,Australia,3310.55
ORD101754,2024-10-15,North America,3331.74
ORD101774,2024-10-15,North America,5814.7
ORD101666,2024-10-16,Africa,3991.64
ORD100440,2024-10-17,Australia,2286.89
ORD101320,2024-10-17,Australia,4426.77
ORD101168,2024-10-18,Europe,5327.64
ORD100957,2024-10-19,Asia,3426.07
ORD101956,2024-10-19,Europe,4378.65
ORD101302,2024-10-20,South America,4839.16
ORD100027,2024-10-21,Australia,6030.43
ORD101847,2024-10-21,Europe,4640.66
ORD100585,2024-10-22,Asia,4227.65
ORD100942,2024-10-22,Asia,2760.43
ORD101866,2024-10-22,North America,4548.49
ORD100164,2024-10-24,North America,7134.27
ORD100687,2024-10-24,Asia,3980.29
ORD101131,2024-10-24,North America,4285.04
ORD100144,2024-10-25,Africa,2992.5
ORD100962,2024-10-25,Europe,5408.21
ORD101340,2024-10-25,North America,5774.54
ORD101688,2024-10-25,South America,2485.17
ORD101875,2024-10-25,North America,4319.65
ORD100163,2024-10-26,Africa,2047.63
ORD100373,2024-10-26,Europe,5264.55
ORD101495,2024-10-26,Africa,1831.97
ORD101762,2024-10-26,Australia,3767.84
ORD101835,2024-10-26,South America,4668.23
ORD100065,2024-10-27,Europe,7602.36
ORD100907,2024-10-27,Asia,4095.82
ORD101252,2024-10-27,South America,3570.83
ORD100496,2024-10-28,Asia,6560.07
ORD100960,2024-10-28,Asia,1482.94
ORD101719,2024-10-28,North America,6644.2
ORD101584,2024-10-29,North America,6378.08
ORD101888,2024-10-29,Australia,3385.67
ORD100248,2024-10-30,North America,3762.85
ORD101043,2024-10-30,Asia,4656.51
ORD101191,2024-10-30,North America,5719.37
ORD101309,2024-10-30,Asia,3278.38
ORD101485,2024-10-30,Africa,3261.58
ORD101635,2024-10-30,Asia,4515.39
ORD100425,2024-10-31,Europe,3924.55
ORD100572,2024-10-31,Asia,4494.48
ORD100624,2024-10-31,North America,4891.99
ORD101225,2024-10-31,Africa,4124.08
ORD101480,2024-10-31,Australia,4715.09
ORD100165,2024-11-01,North America,4244.16
ORD100275,2024-11-01,North America,5666.57
ORD100929,2024-11-01,North America,6239.75
ORD100972,2024-11-01,Australia,2132.9
ORD101079,2024-11-01,Europe,4930.32
ORD100464,2024-11-02,Europe,3435.8
ORD100732,2024-11-02,North America,4954.17
ORD101678,2024-11-02,Africa,3081.98
ORD101185,2024-11-03,Asia,5473.49
ORD101374,2024-11-03,Europe,4934.38
ORD100777,2024-11-05,South America,3319.52
ORD101059,2024-11-06,North America,3694.33
ORD101333,2024-11-06,Africa,2598.81
ORD101841,2024-11-06,South America,4259.18
ORD100500,2024-11-07,South America,3256.38
ORD100954,2024-11-08,Australia,2828.65
ORD101437,2024-11-08,Asia,5186.32
ORD101687,2024-11-08,Europe,5361.06
ORD100547,2024-11-09,Europe,4623.69
ORD101153,2024-11-10,South America,3580.08
ORD100238,2024-11-11,Europe,5970.7
ORD100473,2024-11-11,North America,3383.45
ORD100795,2024-11-11,Australia,4590.55
ORD100994,2024-11-11,North America,6350.35
ORD101496,2024-11-11,Asia,4072.75
ORD101741,2024-11-11,North America,5420.61
ORD100005,2024-11-12,Asia,6011.64
ORD100621,2024-11-12,North America,2718.83
ORD101444,2024-11-12,Asia,2477.43
ORD100155,2024-11-13,Asia,3209.94
ORD100407,2024-11-13,Australia,2122.18
ORD100435,2024-11-13,North America,4787.71
ORD100633,2024-11-13,Asia,6318.62
ORD101100,2024-11-13,Europe,5356.39
ORD101924,2024-11-13,South America,2122.38
ORD100091,2024-11-14,Europe,3618.29
ORD100354,2024-11-14,Europe,2849.77
ORD100082,2024-11-15,Australia,4978.07
ORD100140,2024-11-15,South America,2016.33
ORD101039,2024-11-15,Asia,4564.16
ORD100004,2024-11-16,North America,2627.3
ORD100298,2024-11-16,North America,4546.43
ORD100756,2024-11-16,Asia,7462.29
ORD101418,2024-11-16,Asia,4059.64
ORD101992,2024-11-16,Africa,1811.26
ORD100121,2024-11-17,South America,3523.62
ORD101220,2024-11-17,Europe,5084.38
ORD100285,2024-11-18,Australia,5219.42
ORD100800,2024-11-19,Asia,7725.73
ORD100935,2024-11-19,South America,5277.55
ORD100030,2024-11-20,Europe,4992.11
ORD101263,2024-11-20,Asia,3284.87
ORD101293,2024-11-20,Asia,4804.23
ORD101729,2024-11-20,Europe,4138.11
ORD100047,2024-11-21,North America,8548.31
ORD100689,2024-11-21,Asia,3544.4
ORD100186,2024-11-22,Africa,2307.73
ORD100219,2024-11-22,South America,2683.73
ORD100267,2024-11-22,North America,4591.0
ORD100869,2024-11-22,Asia,3398.51
ORD100923,2024-11-22,Asia,2045.92
ORD101643,2024-11-22,Asia,4736.56
ORD101092,2024-11-23,Africa,2254.59
ORD101184,2024-11-23,North America,6840.83
ORD100214,2024-11-24,Europe,5676.27
ORD100883,2024-11-24,Europe,3657.17
ORD101057,2024-11-24,Australia,2908.4
ORD101319,2024-11-24,Asia,3778.15
ORD101331,2024-11-24,Asia,5344.8
ORD101373,2024-11-24,Europe,4600.35
ORD101473,2024-11-24,South America,4880.2
ORD101890,2024-11-24,North America,7339.92
ORD100020,2024-11-25,Asia,3945.34
ORD100031,2024-11-25,Asia,3413.53
ORD101919,2024-11-26,North America,4907.07
ORD100506,2024-11-27,Asia,3957.94
ORD100833,2024-11-27,Asia,5708.37
ORD101368,2024-11-27,Europe,4028.94
ORD100792,2024-11-28,Europe,4470.2
ORD101458,2024-11-28,North America,5465.56
ORD101566,2024-11-28,Europe,4909.66
ORD101803,2024-11-28,North America,5194.63
ORD101853,2024-11-28,Africa,1692.36
ORD100222,2024-11-29,North America,4314.4
ORD100537,2024-11-29,South America,4543.89
ORD100871,2024-11-29,Europe,4987.83
ORD101743,2024-11-29,North America,7123.24
ORD100205,2024-11-30,North America,6751.64
ORD101555,2024-11-30,Europe,3247.06
ORD100114,2024-12-01,Australia,4429.95
ORD100798,2024-12-01,Europe,3652.35
ORD100905,2024-12-01,Asia,4133.79
ORD100916,2024-12-01,North America,6461.43
ORD100335,2024-12-02,Australia,3857.49
ORD100647,2024-12-02,Europe,2877.24
ORD101213,2024-12-02,Africa,1453.53
ORD101520,2024-12-02,North America,3242.79
ORD100176,2024-12-03,South America,2296.15
ORD100939,2024-12-03,Europe,3278.0
ORD100073,2024-12-04,Asia,3743.12
ORD100231,2024-12-04,North America,6185.15
ORD100485,2024-12-04,Asia,5437.08
ORD100612,2024-12-04,South America,3331.47
ORD101248,2024-12-05,Asia,5750.23
ORD101954,2024-12-05,Australia,4146.86
ORD100710,2024-12-06,Europe,4483.67
ORD100054,2024-12-07,North America,5506.54
ORD100277,2024-12-07,North America,4401.61
ORD100474,2024-12-07,Asia,5154.43
ORD101075,2024-12-07,Europe,5204.97
ORD101499,2024-12-07,Africa,1609.49
ORD101768,2024-12-07,South America,4399.19
ORD101697,2024-12-08,Africa,2132.0
ORD101802,2024-12-08,Asia,3832.45
ORD101968,2024-12-08,Europe,1918.07
ORD100070,2024-12-09,Europe,7132.37
ORD100367,2024-12-09,North America,5420.64
ORD101102,2024-12-09,North America,4145.02
ORD101431,2024-12-09,Africa,2499.05
ORD101712,2024-12-09,Europe,4545.51
ORD100109,2024-12-10,Australia,3770.02
ORD100124,2024-12-10,North America,4556.9
ORD101789,2024-12-11,Australia,2910.13
ORD100290,2024-12-12,Asia,2299.55
ORD100944,2024-12-12,North America,3564.65
ORD100974,2024-12-12,Europe,2545.8
ORD100076,2024-12-13,Europe,4251.73
ORD100519,2024-12-13,North America,6225.3
ORD100709,2024-12-13,Africa,4398.41
ORD101541,2024-12-13,Asia,5367.74
ORD100973,2024-12-14,South America,6065.89
ORD101420,2024-12-14,Australia,3997.12
ORD100622,2024-12-15,Asia,5415.93
ORD100785,2024-12-15,Europe,5173.09
ORD101202,2024-12-15,Australia,2750.36
ORD101795,2024-12-15,Africa,2111.57
ORD100768,2024-12-16,North America,5126.51
ORD101101,2024-12-16,South America,4199.71
ORD101508,2024-12-16,Australia,4263.79
ORD101799,2024-12-16,South America,3305.89
ORD100644,2024-12-17,North America,5694.52
ORD101808,2024-12-17,South America,3327.16
ORD100276,2024-12-18,Europe,5914.9
ORD101146,2024-12-18,Australia,3467.96
ORD101517,2024-12-18,North America,5209.81
ORD101932,2024-12-18,North America,3932.74
ORD100282,2024-12-21,Europe,5909.87
ORD100729,2024-12-22,North America,5785.95
ORD101031,2024-12-22,North America,4537.35
ORD100444,2024-12-23,North America,6110.31
ORD100651,2024-12-23,Europe,4520.58
ORD101244,2024-12-23,Europe,5128.0
ORD101492,2024-12-23,Europe,3306.99
ORD100284,2024-12-24,Asia,2714.42
ORD101116,2024-12-24,Australia,3706.7
ORD101477,2024-12-24,North America,2728.26
ORD101918,2024-12-24,Africa,2730.07
ORD100718,2024-12-25,Asia,6021.16
ORD100235,2024-12-26,North America,4297.8
ORD100563,2024-12-26,Africa,2964.89
ORD101120,2024-12-26,Europe,5114.04
ORD100203,2024-12-27,Africa,2055.06
ORD100252,2024-12-27,North America,6204.77
ORD101018,2024-12-27,North America,4141.5
ORD101519,2024-12-27,Asia,4002.75
ORD101549,2024-12-27,Europe,4546.01
ORD100185,2024-12-28,North America,4976.9
ORD101353,2024-12-28,Europe,6779.7
ORD101814,2024-12-28,North America,6296.68
ORD100055,2024-12-29,Europe,6642.77
ORD100183,2024-12-29,North America,6290.27
ORD101356,2024-12-29,Africa,2890.47
ORD100405,2024-12-30,North America,5910.52
ORD100453,2024-12-30,Africa,3357.94
ORD101162,2024-12-30,Europe,5310.92
ORD100021,2024-12-31,Africa,886.48
ORD100180,2025-01-01,North America,7552.87
ORD100406,2025-01-01,Europe,3210.3
ORD101053,2025-01-01,Asia,3551.1
ORD100667,2025-01-02,Africa,4172.72
ORD101091,2025-01-02,Europe,2613.28
ORD101379,2025-01-02,North America,5255.15
ORD101737,2025-01-02,North America,4054.13
ORD100556,2025-01-03,South America,3690.23
ORD100876,2025-01-03,Africa,2916.95
ORD101008,2025-01-03,North America,5367.7
ORD101767,2025-01-03,Asia,4309.62
ORD100115,2025-01-04,Australia,4470.95
ORD100159,2025-01-04,Asia,3499.27
ORD100629,2025-01-04,North America,5365.07
ORD101152,2025-01-04,North America,6694.13
ORD100420,2025-01-05,Australia,4801.63
ORD101217,2025-01-05,North America,2676.31
ORD101618,2025-01-05,Africa,3835.76
ORD100445,2025-01-06,North America,4793.45
ORD100940,2025-01-06,North America,4486.36
ORD101051,2025-01-06,Australia,2406.41
ORD101241,2025-01-06,Europe,3638.9
ORD101490,2025-01-06,Asia,2588.24
ORD100897,2025-01-07,South America,2465.77
ORD101000,2025-01-09,Asia,4722.98
ORD101442,2025-01-09,North America,6474.95
ORD100017,2025-01-10,South America,4778.62
ORD100608,2025-01-10,Europe,4828.04
ORD100344,2025-01-11,Asia,5457.16
ORD100803,2025-01-11,North America,4550.33
ORD101207,2025-01-11,South America,3907.77
ORD101296,2025-01-11,North America,4226.85
ORD101583,2025-01-11,North America,6589.94
ORD101680,2025-01-11,Europe,4055.58
ORD100549,2025-01-12,Europe,5745.48
ORD101165,2025-01-12,Africa,3686.88
ORD101460,2025-01-12,Asia,3005.19
ORD101720,2025-01-12,Asia,4813.92
ORD100717,2025-01-13,Europe,4666.53
ORD101916,2025-01-13,North America,4126.12
ORD100366,2025-01-14,Asia,3768.58
ORD101015,2025-01-14,Europe,2062.62
ORD100296,2025-01-15,Europe,5392.87
ORD100449,2025-01-15,Asia,4691.16
ORD100701,2025-01-15,Australia,3761.04
ORD101010,2025-01-15,South America,2755.47
ORD101686,2025-01-15,South America,6353.14
ORD101849,2025-01-15,South America,4837.11
ORD100893,2025-01-16,Asia,3991.99
ORD101800,2025-01-16,South America,5859.77
ORD100578,2025-01-17,Africa,3428.99
ORD100679,2025-01-17,Africa,2356.98
ORD100712,2025-01-17,Europe,4247.1
ORD101074,2025-01-18,Africa,2732.86
ORD101311,2025-01-18,Australia,3078.78
ORD101665,2025-01-18,Asia,4697.69
ORD101859,2025-01-18,South America,464.63
ORD100011,2025-01-19,South America,3304.25
ORD100997,2025-01-19,Europe,3626.86
ORD101195,2025-01-19,Asia,3933.61
ORD101957,2025-01-21,North America,6917.12
ORD100488,2025-01-22,Asia,4309.62
ORD100995,2025-01-22,Asia,2588.2
ORD101299,2025-01-22,North America,6225.97
ORD101392,2025-01-22,South America,2659.31
ORD101501,2025-01-22,North America,5750.31
ORD101920,2025-01-22,South America,5653.42
ORD100507,2025-01-23,South America,5540.41
ORD101147,2025-01-23,North America,4457.47
ORD101164,2025-01-23,Europe,5308.84
ORD101902,2025-01-23,Australia,2136.99
ORD101958,2025-01-23,North America,6014.44
ORD101991,2025-01-23,Africa,1895.35
ORD100351,2025-01-24,Africa,4095.79
ORD100656,2025-01-24,Europe,3570.04
ORD100747,2025-01-24,South America,3680.31
ORD101553,2025-01-24,Asia,3528.22
ORD101669,2025-01-24,Asia,4353.14
ORD101335,2025-01-25,Europe,5041.33
ORD101341,2025-01-25,North America,7885.03
ORD101725,2025-01-25,North America,5302.64
ORD101901,2025-01-25,Europe,3554.66
ORD100606,2025-01-26,Europe,5711.66
ORD100648,2025-01-26,Africa,3541.81
ORD101636,2025-01-26,Europe,5427.09
ORD100561,2025-01-27,Australia,4163.67
ORD100931,2025-01-27,Asia,6277.85
ORD101922,2025-01-27,North America,4858.31
ORD100539,2025-01-29,Africa,2745.31
ORD100877,2025-01-29,Europe,5119.55
ORD101140,2025-01-29,Africa,2865.35
ORD100927,2025-01-30,Europe,5108.52
ORD101259,2025-01-30,North America,6396.74
ORD101380,2025-01-30,South America,3643.8
ORD100289,2025-01-31,Asia,4402.79
ORD100305,2025-01-31,Africa,3622.68
ORD100917,2025-01-31,South America,2782.62
ORD101848,2025-01-31,North America,4692.75
ORD100029,2025-02-02,South America,3572.35
ORD100295,2025-02-02,Europe,4519.18
ORD100789,2025-02-02,Africa,3584.99
ORD100807,2025-02-02,North America,4509.74
ORD100057,2025-02-03,Australia,5411.02
ORD100229,2025-02-03,Australia,4496.96
ORD100331,2025-02-03,South America,5224.81
ORD100983,2025-02-03,Africa,2794.95
ORD100879,2025-02-04,Asia,3932.94
ORD101577,2025-02-04,South America,4210.37
ORD100992,2025-02-05,South America,3612.61
ORD101323,2025-02-05,Europe,5863.62
ORD101497,2025-02-06,Asia,2501.09
ORD101997,2025-02-07,South America,4665.06
ORD100132,2025-02-08,Asia,3950.76
ORD100655,2025-02-08,Australia,4121.9
ORD100762,2025-02-08,North America,7067.75
ORD101222,2025-02-08,Asia,3474.97
ORD101625,2025-02-08,Asia,4856.71
ORD101664,2025-02-08,Europe,4136.76
ORD101840,2025-02-08,North America,4704.22
ORD100034,2025-02-09,Australia,5439.62
ORD100308,2025-02-09,South America,4722.57
ORD100330,2025-02-09,North America,5681.24
ORD100456,2025-02-09,North America,2944.28
ORD100755,2025-02-09,Europe,5150.6
ORD101365,2025-02-09,South America,2935.23
ORD101938,2025-02-09,North America,3470.96
ORD100113,2025-02-10,Asia,3850.29
ORD101084,2025-02-10,North America,7396.7
ORD101129,2025-02-10,North America,6748.47
ORD101258,2025-02-10,Africa,3842.69
ORD100158,2025-02-11,North America,7002.76
ORD101565,2025-02-11,Asia,1708.55
ORD100134,2025-02-12,South America,3858.54
ORD101003,2025-02-12,Australia,4127.85
ORD101975,2025-02-12,Asia,3141.66
ORD101387,2025-02-13,Australia,7201.97
ORD101412,2025-02-14,Australia,3288.12
ORD101434,2025-02-14,Europe,5177.42
ORD100079,2025-02-16,Asia,3874.69
ORD100706,2025-02-16,Australia,4159.17
ORD100126,2025-02-17,Asia,3491.1
ORD100131,2025-02-17,Australia,4086.19
ORD100980,2025-02-17,North America,4507.31
ORD101029,2025-02-17,Asia,5913.67
ORD100437,2025-02-18,North America,5381.56
ORD101189,2025-02-18,Europe,5543.64
ORD101672,2025-02-18,Asia,4160.73
ORD100116,2025-02-19,North America,6494.36
ORD101544,2025-02-20,Europe,4931.91
ORD101728,2025-02-20,North America,2837.25
ORD100288,2025-02-21,Europe,6437.96
ORD100570,2025-02-21,Asia,5065.56
ORD101759,2025-02-21,South America,3895.42
ORD100708,2025-02-22,Europe,2596.08
ORD100922,2025-02-22,Europe,4717.89
ORD100978,2025-02-22,Australia,5377.03
ORD101455,2025-02-22,Asia,5035.65
ORD101631,2025-02-22,North America,4868.81
ORD101897,2025-02-23,Australia,1836.28
ORD100129,2025-02-24,South America,3800.83
ORD101344,2025-02-24,Europe,5586.84
ORD101765,2025-02-24,North America,5063.29
ORD100535,2025-02-26,North America,2439.45
ORD100930,2025-02-26,Asia,2874.75
ORD101627,2025-02-26,Asia,2786.59
ORD100228,2025-02-27,Asia,4237.91
ORD100597,2025-02-27,North America,5036.69
ORD100266,2025-02-28,Africa,3860.8
ORD100424,2025-02-28,Europe,3799.56
ORD100677,2025-02-28,South America,3560.78
ORD101760,2025-02-28,Asia,4619.44
ORD100242,2025-03-02,Europe,5600.53
ORD101161,2025-03-02,Asia,2873.3
ORD101415,2025-03-03,Asia,1584.77
ORD101628,2025-03-03,Europe,5429.66
ORD101791,2025-03-03,Africa,2700.45
ORD101858,2025-03-03,Asia,2222.34
ORD101118,2025-03-04,North America,6494.99
ORD100260,2025-03-05,Australia,3994.19
ORD100985,2025-03-05,Asia,3515.84
ORD101156,2025-03-05,Africa,2629.3
ORD100786,2025-03-06,Africa,3382.45
ORD100966,2025-03-06,North America,4273.26
ORD101423,2025-03-06,South America,2843.3
ORD101833,2025-03-06,Asia,4743.08
ORD100270,2025-03-07,Asia,3931.33
ORD100698,2025-03-07,Africa,3610.57
ORD100981,2025-03-07,Africa,1890.84
ORD101318,2025-03-07,South America,3330.15
ORD101396,2025-03-07,Australia,4520.7
ORD101546,2025-03-07,Europe,5576.52
ORD100548,2025-03-08,South America,3097.07
ORD100915,2025-03-08,North America,9188.72
ORD100688,2025-03-09,Asia,4695.24
ORD100520,2025-03-10,North America,8025.9
ORD101608,2025-03-10,Europe,5962.49
ORD101644,2025-03-10,Africa,2245.67
ORD100468,2025-03-11,North America,5780.92
ORD101350,2025-03-11,North America,6361.68
ORD101654,2025-03-11,South America,4109.93
ORD100455,2025-03-12,Europe,3955.2
ORD100665,2025-03-12,Australia,3276.32
ORD101505,2025-03-12,Europe,5653.67
ORD100531,2025-03-13,Europe,2821.06
ORD101188,2025-03-13,Asia,3522.7
ORD100394,2025-03-14,North America,6052.12
ORD100720,2025-03-14,Africa,3716.72
ORD100967,2025-03-15,South America,3923.61
ORD101048,2025-03-15,Asia,4694.2
ORD101580,2025-03-15,Australia,5289.28
ORD101764,2025-03-15,Europe,5522.46
ORD100137,2025-03-16,Asia,3282.23
ORD100494,2025-03-16,South America,3983.88
ORD100625,2025-03-17,Europe,5127.76
ORD101525,2025-03-17,Australia,3607.57
ORD101568,2025-03-17,North America,3033.39
ORD101873,2025-03-17,North America,3265.86
ORD100490,2025-03-18,Asia,5581.43
ORD100850,2025-03-18,South America,2647.18
ORD100193,2025-03-19,Africa,3467.56
ORD101181,2025-03-20,South America,4151.5
ORD101758,2025-03-20,South America,4716.02
ORD101952,2025-03-20,South America,4044.89
ORD100956,2025-03-22,Australia,3613.78
ORD101305,2025-03-22,Asia,4572.23
ORD101662,2025-03-22,Europe,5575.17
ORD100269,2025-03-23,Asia,5700.85
ORD100767,2025-03-23,Australia,2560.37
ORD100896,2025-03-23,North America,5542.58
ORD101135,2025-03-24,Asia,4209.99
ORD101829,2025-03-24,Africa,5400.28
ORD100323,2025-03-25,North America,5697.96
ORD100672,2025-03-25,Asia,4384.44
ORD100953,2025-03-25,South America,3656.59
ORD100601,2025-03-26,Australia,4284.31
ORD100702,2025-03-26,Australia,3712.78
ORD100900,2025-03-26,North America,4941.09
ORD100987,2025-03-26,Europe,5108.98
ORD101846,2025-03-26,Asia,4213.98
ORD101885,2025-03-27,Asia,4122.66
ORD101554,2025-03-28,Australia,5749.59
ORD101661,2025-03-28,Africa,2754.13
ORD101200,2025-03-29,South America,3952.57
ORD101397,2025-03-29,Europe,2318.69
ORD101540,2025-03-29,Asia,6449.89
ORD100343,2025-03-30,Asia,2937.09
ORD100675,2025-03-30,South America,5079.83
ORD101290,2025-03-30,Europe,8813.08
ORD101638,2025-03-30,North America,5050.63
ORD100825,2025-03-31,South America,2317.97
ORD101211,2025-03-31,Australia,3484.36
ORD101982,2025-03-31,Europe,6141.5
ORD100996,2025-04-02,South America,2154.3
ORD100240,2025-04-03,North America,6622.02
ORD100599,2025-04-03,Africa,2843.12
ORD101755,2025-04-03,Africa,1739.65
ORD100245,2025-04-04,Europe,4828.13
ORD101171,2025-04-04,Europe,6983.33
ORD101753,2025-04-04,Africa,2404.47
ORD100085,2025-04-05,Australia,5054.45
ORD100192,2025-04-05,Europe,4912.53
ORD100880,2025-04-05,Asia,3665.67
ORD100040,2025-04-06,North America,5155.24
ORD101172,2025-04-06,Europe,4147.04
ORD100658,2025-04-07,Africa,2958.34
ORD101111,2025-04-07,Asia,2562.09
ORD100130,2025-04-08,Australia,6599.22
ORD100458,2025-04-08,Asia,3007.26
ORD100475,2025-04-08,Asia,6312.03
ORD100743,2025-04-08,North America,8073.45
ORD100958,2025-04-08,North America,3430.23
ORD101196,2025-04-08,Africa,2820.36
ORD101370,2025-04-08,Asia,3430.28
ORD100341,2025-04-09,North America,4650.81
ORD101417,2025-04-09,Europe,5268.6
ORD101467,2025-04-09,Africa,1936.06
ORD101585,2025-04-09,North America,4967.6
ORD100099,2025-04-10,Africa,3480.36
ORD100673,2025-04-10,South America,4412.55
ORD100782,2025-04-10,Africa,2343.3
ORD100920,2025-04-10,Australia,2421.64
ORD101235,2025-04-10,South America,2567.54
ORD101985,2025-04-10,North America,5125.24
ORD101128,2025-04-11,Europe,4915.48
ORD101337,2025-04-11,Africa,2845.35
ORD100616,2025-04-12,North America,4092.18
ORD101994,2025-04-12,Asia,5739.96
ORD101068,2025-04-13,Australia,4176.5
ORD100569,2025-04-14,Asia,5891.85
ORD100600,2025-04-14,Europe,6283.42
ORD100026,2025-04-15,Europe,4837.46
ORD101715,2025-04-16,Africa,2357.32
