Order ID,Order Date,Region,Sales,Promotion Active,Discount
ORD0558,2025-03-31,South,634.0,False,0.0
ORD0559,2025-11-12,East,488.46,True,5.0
ORD0560,2025-06-27,West,700.98,False,0.0
ORD0561,2026-06-24,South,1041.19,True,5.0
ORD0562,2025-02-10,South,785.36,False,0.0
ORD0563,2026-05-17,South,1040.91,False,0.0
ORD0564,2025-05-25,West,531.1,False,0.0
ORD0565,2025-07-20,West,697.99,False,0.0
ORD0566,2026-04-06,East,769.95,True,5.0
ORD0567,2026-07-12,South,865.98,False,0.0
ORD0568,2026-07-01,East,718.16,True,5.0
ORD0569,2025-09-10,North,394.9,False,0.0
ORD0570,2026-01-25,West,484.07,False,0.0
ORD0571,2026-08-17,South,821.0,False,0.0
ORD0572,2025-09-13,North,537.25,False,0.0
ORD0573,2026-03-26,South,865.51,False,0.0
ORD0574,2025-01-10,West,624.87,True,25.0
ORD0575,2025-08-30,South,660.01,False,0.0
ORD0576,2025-09-08,West,625.76,False,0.0
ORD0577,2025-01-05,North,601.74,True,20.0
ORD0578,2025-04-29,South,669.22,False,0.0
ORD0579,2026-01-09,West,771.9,False,0.0
ORD0580,2025-03-06,South,633.15,False,0.0
ORD0581,2025-05-26,North,428.29,False,0.0
ORD0582,2025-08-12,East,477.04,False,0.0
ORD0583,2025-08-27,South,748.93,False,0.0
ORD0584,2025-06-26,North,509.16,False,0.0
ORD0585,2025-10-09,West,642.24,False,0.0
ORD0586,2025-03-04,East,620.43,False,0.0
ORD0587,2025-08-05,West,684.22,False,0.0
ORD0588,2026-04-06,North,689.7,True,5.0
ORD0589,2025-04-15,East,496.95,False,0.0
ORD0590,2025-04-09,West,685.49,False,0.0
ORD0591,2026-05-26,East,711.85,False,0.0
ORD0592,2026-01-20,West,829.78,False,0.0
ORD0593,2026-02-09,West,869.17,False,0.0
ORD0594,2026-06-02,South,1257.54,False,0.0
ORD0595,2026-04-21,South,1118.23,False,0.0
ORD0596,2026-03-13,East,644.56,False,0.0
ORD0597,2025-01-23,West,809.51,False,0.0
ORD0598,2026-07-19,East,519.77,False,0.0
ORD0599,2026-04-03,East,582.0,True,5.0
ORD0600,2025-03-24,South,812.02,True,5.0
ORD0601,2025-05-25,North,588.63,False,0.0
ORD0602,2025-03-26,East,342.87,True,15.0
ORD0603,2025-03-19,West,829.7,True,25.0
ORD0604,2026-04-02,South,989.4,True,25.0
ORD0605,2025-01-01,East,463.02,True,15.0
ORD0606,2025-02-20,South,669.27,False,0.0
ORD0607,2026-03-22,South,863.0,False,0.0
ORD0608,2026-03-25,North,511.49,False,0.0
ORD0609,2026-05-03,East,595.46,False,0.0
ORD0610,2025-02-03,South,594.17,False,0.0
ORD0611,2025-12-14,North,731.84,False,0.0
ORD0612,2025-04-05,East,509.08,True,15.0
ORD0613,2025-03-13,South,756.0,False,0.0
ORD0614,2026-07-05,South,814.74,False,0.0
ORD0615,2025-06-03,North,522.09,True,25.0
ORD0616,2025-09-07,South,664.96,False,0.0
ORD0617,2026-03-14,South,884.85,False,0.0
ORD0618,2025-04-28,East,660.17,False,0.0
ORD0619,2025-11-02,West,581.34,True,25.0
ORD0620,2025-09-25,South,570.98,False,0.0
ORD0621,2025-02-23,South,785.68,False,0.0
ORD0622,2025-08-24,East,480.76,True,25.0
ORD0623,2026-01-24,East,718.76,True,15.0
ORD0624,2026-02-05,West,712.7,False,0.0
ORD0625,2025-10-30,West,632.1,True,25.0
ORD0626,2025-07-26,East,461.19,False,0.0
ORD0627,2025-08-17,North,477.8,True,20.0
ORD0628,2026-08-01,South,520.52,False,0.0
ORD0629,2025-03-16,North,758.49,False,0.0
ORD0630,2026-03-11,North,694.71,False,0.0
ORD0631,2025-04-13,North,673.64,False,0.0
ORD0632,2026-02-26,East,651.15,False,0.0
ORD0633,2025-11-02,East,608.41,True,5.0
ORD0634,2025-04-08,North,449.08,False,0.0
ORD0635,2025-12-01,East,563.32,False,0.0
ORD0636,2026-03-11,West,926.77,False,0.0
ORD0637,2026-03-23,East,696.23,False,0.0
ORD0638,2025-11-04,North,500.83,True,20.0
ORD0639,2025-09-06,North,396.05,False,0.0
ORD0640,2025-06-15,South,630.83,True,25.0
ORD0641,2026-04-26,East,478.2,False,0.0
ORD0642,2025-12-01,East,609.21,False,0.0
ORD0643,2026-06-26,East,704.9,True,5.0
ORD0644,2025-04-16,South,829.81,False,0.0
ORD0645,2026-07-17,East,538.56,False,0.0
ORD0646,2025-03-22,West,555.15,True,25.0
ORD0647,2025-05-13,South,788.03,False,0.0
ORD0648,2025-05-18,West,729.63,False,0.0
ORD0649,2025-07-03,West,454.55,False,0.0
ORD0650,2026-02-05,East,572.13,False,0.0
ORD0651,2025-11-26,South,876.54,False,0.0
ORD0652,2026-05-23,East,770.39,False,0.0
ORD0653,2025-03-10,South,681.37,False,0.0
ORD0654,2026-06-30,North,580.73,False,0.0
ORD0655,2025-02-22,West,546.99,False,0.0
ORD0656,2026-03-26,North,712.32,False,0.0
ORD0657,2025-07-24,East,396.98,False,0.0
ORD0658,2025-05-06,North,742.31,False,0.0
ORD0659,2025-02-12,South,799.3,False,0.0
ORD0660,2025-04-21,East,456.79,False,0.0
ORD0661,2025-07-02,South,895.14,False,0.0
ORD0662,2025-04-05,North,574.7,False,0.0
ORD0663,2026-01-09,South,784.19,False,0.0
ORD0664,2026-06-04,West,757.35,False,0.0
ORD0665,2025-12-26,South,622.37,False,0.0
ORD0666,2025-10-08,North,516.13,False,0.0
ORD0667,2025-07-14,West,448.88,False,0.0
ORD0668,2025-07-14,West,595.15,False,0.0
ORD0669,2025-04-03,North,610.61,False,0.0
ORD0670,2025-03-02,West,679.77,False,0.0
ORD0671,2025-02-20,East,400.45,False,0.0
ORD0672,2026-02-07,South,639.25,False,0.0
ORD0673,2025-01-05,South,636.14,True,10.0
ORD0674,2026-04-11,South,733.48,False,0.0
ORD0675,2026-06-18,West,776.27,True,5.0
ORD0676,2026-02-09,South,1007.57,False,0.0
ORD0677,2026-05-28,South,705.91,False,0.0
ORD0678,2025-08-21,West,518.66,True,25.0
ORD0679,2026-06-08,East,775.98,False,0.0
ORD0680,2025-12-12,North,439.27,False,0.0
ORD0681,2025-02-15,South,660.49,False,0.0
ORD0682,2026-06-30,South,1161.32,False,0.0
ORD0683,2025-03-19,West,702.26,True,25.0
ORD0684,2025-03-14,East,629.17,False,0.0
ORD0685,2025-09-06,East,456.18,False,0.0
ORD0686,2025-02-16,North,464.25,False,0.0
ORD0687,2025-05-01,South,552.29,False,0.0
ORD0688,2025-08-02,West,638.29,False,0.0
ORD0689,2025-08-27,West,624.64,True,25.0
ORD0690,2025-02-25,West,834.34,False,0.0
ORD0691,2025-12-16,North,590.61,False,0.0
ORD0692,2025-04-17,West,713.73,False,0.0
ORD0693,2025-02-17,South,671.97,False,0.0
ORD0694,2026-07-27,West,615.57,False,0.0
ORD0695,2025-12-03,South,740.29,False,0.0
ORD0696,2025-01-26,South,762.14,False,0.0
ORD0697,2025-09-14,South,701.8,False,0.0
ORD0698,2025-01-08,South,550.78,True,10.0
ORD0699,2025-09-10,South,913.83,False,0.0
ORD0700,2025-10-30,West,591.12,True,25.0
ORD0701,2025-02-25,West,774.49,False,0.0
ORD0702,2026-06-10,West,769.62,True,5.0
ORD0703,2026-04-19,East,827.3,False,0.0
ORD0704,2025-01-28,West,593.0,False,0.0
ORD0705,2025-03-19,North,598.83,True,15.0
ORD0706,2025-08-04,South,761.41,False,0.0
ORD0707,2026-01-21,East,816.73,True,15.0
ORD0708,2025-12-31,East,566.68,False,0.0
ORD0709,2026-06-10,East,626.76,True,5.0
ORD0710,2025-11-08,South,591.76,False,0.0
ORD0711,2025-01-07,West,497.56,True,25.0
ORD0712,2025-01-03,West,511.48,True,25.0
ORD0713,2025-12-29,North,593.15,False,0.0
ORD0714,2026-05-23,North,861.68,False,0.0
ORD0715,2025-10-01,East,533.24,False,0.0
ORD0716,2026-05-21,North,846.2,False,0.0
ORD0717,2025-01-15,West,659.38,True,25.0
ORD0718,2025-07-11,West,753.66,False,0.0
ORD0719,2026-04-30,West,740.21,False,0.0
ORD0720,2025-01-28,South,678.32,False,0.0
ORD0721,2025-02-08,North,423.11,False,0.0
ORD0722,2025-09-30,North,402.45,False,0.0
ORD0723,2025-08-19,South,656.4,True,10.0
ORD0724,2025-03-27,West,661.5,True,25.0
ORD0725,2026-04-19,North,775.14,False,0.0
ORD0726,2025-05-06,South,800.23,False,0.0
ORD0727,2026-06-21,North,900.81,True,25.0
ORD0728,2025-05-25,East,555.09,False,0.0
ORD0729,2026-06-09,North,723.91,False,0.0
ORD0730,2025-07-31,South,584.56,False,0.0
ORD0731,2025-01-25,North,632.73,False,0.0
ORD0732,2026-08-03,West,674.6,False,0.0
ORD0733,2026-01-29,South,785.83,False,0.0
ORD0734,2025-03-08,South,779.93,False,0.0
ORD0735,2025-08-21,North,556.1,True,20.0
ORD0736,2025-04-19,East,565.5,False,0.0
ORD0737,2025-05-26,South,621.04,False,0.0
ORD0738,2025-04-21,West,720.01,False,0.0
ORD0739,2025-08-16,South,873.77,True,10.0
ORD0740,2025-04-21,East,447.15,False,0.0
ORD0741,2026-04-15,North,634.9,False,0.0
ORD0742,2025-02-03,East,576.88,False,0.0
ORD0743,2026-01-04,West,750.1,False,0.0
ORD0744,2026-08-18,South,960.96,False,0.0
ORD0745,2026-07-08,North,627.68,False,0.0
ORD0746,2026-03-01,South,996.77,False,0.0
ORD0747,2026-06-02,South,926.56,False,0.0
ORD0748,2025-10-09,North,465.2,False,0.0
ORD0749,2025-11-16,East,473.76,False,0.0
ORD0750,2026-03-19,South,894.27,False,0.0
ORD0751,2025-11-11,East,449.41,True,5.0
ORD0752,2026-01-12,North,794.23,True,10.0
ORD0753,2025-10-16,South,723.5,False,0.0
ORD0754,2026-03-13,South,817.24,False,0.0
ORD0755,2025-10-04,West,583.34,False,0.0
ORD0756,2026-08-05,West,861.3,False,0.0
ORD0757,2026-05-18,South,883.68,False,0.0
ORD0758,2026-05-31,South,1160.93,False,0.0
ORD0759,2025-12-16,East,613.97,False,0.0
ORD0760,2026-03-22,East,599.18,False,0.0
ORD0761,2025-12-16,West,571.14,False,0.0
ORD0762,2025-05-17,North,722.43,False,0.0
ORD0763,2025-08-31,West,555.74,True,25.0
ORD0764,2026-06-27,South,868.46,True,5.0
ORD0765,2025-02-09,West,344.58,False,0.0
ORD0766,2025-08-17,South,648.34,True,10.0
ORD0767,2026-07-02,North,557.07,False,0.0
ORD0768,2025-08-11,North,428.95,False,0.0
ORD0769,2025-01-06,West,693.5,True,25.0
ORD0770,2025-11-18,West,608.5,False,0.0
ORD0771,2026-04-13,North,725.4,False,0.0
ORD0772,2025-03-16,West,893.73,False,0.0
ORD0773,2025-01-04,North,607.01,True,20.0
ORD0774,2025-04-28,South,918.34,False,0.0
ORD0775,2026-05-19,North,915.75,False,0.0
ORD0776,2026-07-28,South,914.67,False,0.0
ORD0777,2026-03-17,East,855.89,False,0.0
ORD0778,2025-07-13,North,506.25,False,0.0
ORD0779,2026-01-27,West,657.5,False,0.0
ORD0780,2025-01-26,North,430.77,False,0.0
ORD0781,2026-03-11,North,543.57,False,0.0
ORD0782,2025-06-22,West,663.66,False,0.0
ORD0783,2025-10-27,North,423.96,False,0.0
ORD0784,2025-11-22,North,483.31,False,0.0
ORD0785,2026-02-14,North,699.7,False,0.0
ORD0786,2025-04-28,South,422.34,False,0.0
ORD0787,2025-08-13,South,641.21,False,0.0
ORD0788,2026-06-16,South,865.48,True,5.0
ORD0789,2025-04-23,West,904.01,False,0.0
ORD0790,2025-05-20,South,748.14,False,0.0
ORD0791,2026-07-13,West,789.11,False,0.0
ORD0792,2025-01-01,West,712.61,True,25.0
ORD0793,2025-03-31,North,595.14,False,0.0
ORD0794,2025-11-16,South,704.36,False,0.0
ORD0795,2026-07-04,North,828.72,False,0.0
ORD0796,2025-05-19,South,637.73,False,0.0
ORD0797,2026-05-26,South,1026.49,False,0.0
ORD0798,2025-09-16,West,466.22,False,0.0
ORD0799,2025-01-10,West,648.15,True,25.0
ORD0800,2025-09-18,South,705.59,False,0.0
ORD0801,2025-06-21,South,653.71,False,0.0
ORD0802,2025-01-13,North,522.85,True,20.0
ORD0803,2025-06-17,North,758.1,False,0.0
ORD0804,2026-08-19,South,773.85,False,0.0
ORD0805,2025-11-17,North,633.96,False,0.0
ORD0806,2025-11-15,North,586.06,True,20.0
ORD0807,2025-11-25,South,623.6,False,0.0
ORD0808,2026-07-04,North,647.79,False,0.0
ORD0809,2026-02-23,East,707.82,False,0.0
ORD0810,2025-04-05,North,760.89,False,0.0
ORD0811,2026-08-04,West,593.58,False,0.0
ORD0812,2025-11-14,East,656.62,False,0.0
ORD0813,2025-08-24,South,708.27,True,10.0
ORD0814,2025-11-30,South,679.23,False,0.0
ORD0815,2026-01-11,South,829.1,True,5.0
ORD0816,2026-04-04,North,845.31,True,5.0
ORD0817,2025-05-17,North,510.15,False,0.0
ORD0818,2026-08-11,West,723.94,False,0.0
ORD0819,2026-07-01,South,844.74,False,0.0
ORD0820,2026-05-28,East,504.12,False,0.0
ORD0821,2025-10-23,North,632.51,False,0.0
ORD0822,2025-11-16,South,615.81,False,0.0
ORD0823,2026-07-26,South,738.86,False,0.0
ORD0824,2025-12-15,North,616.95,False,0.0
ORD0825,2025-08-17,South,692.93,True,10.0
ORD0826,2025-09-27,North,576.23,False,0.0
ORD0827,2025-10-18,West,611.6,False,0.0
ORD0828,2025-06-14,South,741.79,True,25.0
ORD0829,2025-01-05,South,547.15,True,10.0
ORD0830,2026-01-14,East,626.74,True,15.0
ORD0831,2025-03-19,West,729.83,True,25.0
ORD0832,2026-02-14,West,720.8,False,0.0
ORD0833,2026-07-28,West,759.85,False,0.0
ORD0834,2025-05-12,West,741.57,False,0.0
ORD0835,2025-02-11,West,624.29,False,0.0
ORD0836,2025-03-30,East,447.62,True,15.0
ORD0837,2026-02-06,North,872.42,False,0.0
ORD0838,2025-10-23,North,662.28,False,0.0
ORD0839,2025-10-22,East,502.62,False,0.0
ORD0840,2026-06-10,North,927.62,True,25.0
ORD0841,2026-02-26,North,813.63,False,0.0
ORD0842,2025-01-23,North,534.09,False,0.0
ORD0843,2026-07-29,East,553.63,False,0.0
ORD0844,2025-05-23,West,557.11,False,0.0
ORD0845,2025-05-25,East,541.16,False,0.0
ORD0846,2025-08-13,North,476.15,False,0.0
ORD0847,2026-05-18,South,779.29,False,0.0
ORD0848,2025-04-14,South,770.22,False,0.0
ORD0849,2025-02-08,South,528.22,False,0.0
ORD0850,2025-07-17,West,467.1,False,0.0
ORD0851,2026-08-02,West,763.33,False,0.0
ORD0852,2026-01-26,South,893.64,True,5.0
ORD0853,2025-06-28,West,687.82,False,0.0
ORD0854,2026-07-08,South,623.98,False,0.0
ORD0855,2026-03-24,East,611.92,False,0.0
ORD0856,2026-05-15,West,756.53,False,0.0
ORD0857,2025-01-15,North,409.02,True,20.0
ORD0858,2025-10-16,North,555.23,False,0.0
ORD0859,2026-04-23,North,797.53,False,0.0
ORD0860,2025-08-19,South,625.81,True,10.0
ORD0861,2026-02-24,West,609.58,False,0.0
ORD0862,2025-06-06,East,721.92,True,5.0
ORD0863,2026-07-04,South,732.04,False,0.0
ORD0864,2026-03-17,South,1026.78,False,0.0
ORD0865,2025-04-07,West,834.69,False,0.0
ORD0866,2026-02-15,South,796.81,False,0.0
ORD0867,2025-10-16,South,690.36,False,0.0
ORD0868,2025-09-11,North,427.78,False,0.0
ORD0869,2025-07-15,South,634.78,False,0.0
ORD0870,2026-06-06,North,798.96,False,0.0
ORD0871,2026-06-01,North,751.87,False,0.0
ORD0872,2025-04-28,South,813.95,False,0.0
ORD0873,2025-06-08,West,612.3,True,20.0
ORD0874,2025-08-16,East,575.11,True,25.0
ORD0875,2025-08-04,West,519.65,False,0.0
ORD0876,2025-01-15,West,633.33,True,25.0
ORD0877,2025-06-06,South,646.06,True,25.0
ORD0878,2025-09-18,North,397.99,False,0.0
ORD0879,2025-06-06,North,673.28,True,25.0
ORD0880,2025-02-16,North,344.55,False,0.0
ORD0881,2025-11-20,West,568.83,False,0.0
ORD0882,2025-05-10,South,608.7,False,0.0
ORD0883,2026-02-15,North,867.84,False,0.0
ORD0884,2025-04-05,West,769.57,False,0.0
ORD0885,2025-10-19,South,539.82,False,0.0
ORD0886,2025-10-10,East,400.96,False,0.0
ORD0887,2025-03-10,West,614.71,False,0.0
ORD0888,2025-01-11,West,480.31,True,25.0
ORD0889,2025-09-11,West,734.12,False,0.0
ORD0890,2026-07-04,East,469.25,False,0.0
ORD0891,2025-05-14,North,797.54,False,0.0
ORD0892,2025-01-23,North,586.29,False,0.0
ORD0893,2025-12-12,West,741.9,False,0.0
ORD0894,2025-10-29,North,572.13,True,20.0
ORD0895,2025-12-29,South,567.61,False,0.0
ORD0896,2026-01-31,East,717.31,False,0.0
ORD0897,2025-08-06,West,614.8,False,0.0
ORD0898,2025-05-21,South,612.0,False,0.0
ORD0899,2025-07-29,South,775.63,False,0.0
ORD0900,2026-04-05,South,1046.28,False,0.0
ORD0901,2025-12-22,West,819.58,False,0.0
ORD0902,2025-11-20,West,739.5,False,0.0
ORD0903,2025-05-13,South,664.32,False,0.0
ORD0904,2025-05-07,South,791.89,False,0.0
ORD0905,2025-04-16,South,854.67,False,0.0
ORD0906,2026-01-13,East,701.32,True,15.0
ORD0907,2025-02-20,West,397.85,False,0.0
ORD0908,2025-01-29,North,553.91,False,0.0
ORD0909,2026-04-07,West,747.77,True,20.0
ORD0910,2025-10-23,North,686.28,False,0.0
ORD0911,2025-10-24,West,606.04,False,0.0
ORD0912,2026-02-11,North,773.22,False,0.0
ORD0913,2026-02-09,East,668.92,False,0.0
ORD0914,2025-12-12,West,823.63,False,0.0
ORD0915,2026-02-24,North,952.79,False,0.0
ORD0916,2025-07-01,West,647.16,False,0.0
ORD0917,2025-01-01,North,541.39,True,20.0
ORD0918,2026-07-21,South,999.8,False,0.0
ORD0919,2026-01-06,North,544.31,False,0.0
ORD0920,2026-03-07,West,689.1,False,0.0
ORD0921,2025-11-05,East,461.37,True,5.0
ORD0922,2025-05-17,East,627.38,False,0.0
ORD0923,2025-07-21,East,520.83,False,0.0
ORD0924,2026-03-12,South,794.83,False,0.0
ORD0925,2025-11-09,South,808.09,False,0.0
ORD0926,2025-04-27,South,553.85,False,0.0
ORD0927,2026-07-29,East,554.68,False,0.0
ORD0928,2025-09-01,West,582.82,True,25.0
ORD0929,2026-06-21,South,1105.86,True,5.0
ORD0930,2025-03-16,South,640.31,False,0.0
ORD0931,2026-01-21,North,747.71,True,10.0
ORD0932,2025-07-29,East,496.92,False,0.0
ORD0933,2026-04-20,East,564.97,False,0.0
ORD0934,2026-02-22,South,934.74,False,0.0
ORD0935,2025-12-13,West,649.71,False,0.0
ORD0936,2026-06-13,South,793.78,True,5.0
ORD0937,2025-06-28,South,544.25,False,0.0
ORD0938,2025-07-01,West,651.02,False,0.0
ORD0939,2025-01-25,North,689.64,False,0.0
ORD0940,2025-06-29,East,479.57,False,0.0
ORD0941,2026-05-16,South,735.91,False,0.0
ORD0942,2025-06-10,South,519.75,True,25.0
ORD0943,2025-06-26,North,425.64,False,0.0
ORD0944,2025-10-12,South,631.88,False,0.0
ORD0945,2025-03-04,East,550.0,False,0.0
ORD0946,2025-06-05,North,645.46,True,25.0
ORD0947,2026-04-14,North,760.94,False,0.0
ORD0948,2025-02-18,North,603.02,False,0.0
ORD0949,2025-03-25,East,689.95,True,15.0
ORD0950,2025-12-27,South,908.16,False,0.0
ORD0951,2025-05-28,North,728.66,False,0.0
ORD0952,2025-12-08,East,645.0,False,0.0
ORD0953,2026-04-21,South,999.74,False,0.0
ORD0954,2025-03-04,West,496.09,False,0.0
ORD0955,2025-12-26,West,681.26,False,0.0
ORD0956,2026-07-15,East,664.52,False,0.0
ORD0957,2025-11-23,East,460.9,False,0.0
ORD0958,2025-05-21,North,783.01,False,0.0
ORD0959,2025-08-03,East,479.64,False,0.0
ORD0960,2026-03-11,West,611.74,False,0.0
ORD0961,2025-11-14,South,638.45,False,0.0
ORD0962,2025-02-01,East,544.67,False,0.0
ORD0963,2025-10-12,West,519.43,False,0.0
ORD0964,2025-11-01,East,499.62,True,5.0
ORD0965,2026-03-05,West,609.39,False,0.0
ORD0966,2026-04-22,South,841.18,False,0.0
ORD0967,2025-10-13,East,498.82,False,0.0
ORD0968,2025-05-24,East,547.6,False,0.0
ORD0969,2026-02-28,East,757.99,False,0.0
ORD0970,2025-01-19,North,461.69,True,20.0
ORD0971,2025-01-18,North,576.77,True,20.0
ORD0972,2026-08-13,North,737.1,False,0.0
ORD0973,2026-01-06,North,588.69,False,0.0
ORD0974,2025-06-24,North,509.97,False,0.0
ORD0975,2025-07-13,North,733.75,False,0.0
ORD0976,2026-05-17,East,655.52,False,0.0
ORD0977,2025-04-23,East,600.26,False,0.0
ORD0978,2025-04-24,West,732.82,False,0.0
ORD0979,2025-08-10,West,472.29,False,0.0
ORD0980,2025-09-21,East,506.95,False,0.0
ORD0981,2025-02-24,East,548.46,False,0.0
ORD0982,2026-04-03,North,979.22,True,5.0
ORD0983,2025-06-11,South,724.45,True,25.0
ORD0984,2026-01-15,South,893.02,True,5.0
ORD0985,2025-03-28,South,818.0,False,0.0
ORD0986,2025-02-24,East,512.15,False,0.0
ORD0987,2026-04-21,West,1135.17,False,0.0
ORD0988,2025-06-27,North,519.14,False,0.0
ORD0989,2026-01-26,East,466.7,True,15.0
ORD0990,2025-12-15,East,381.08,False,0.0
ORD0991,2025-01-08,West,537.6,True,25.0
ORD0992,2025-11-09,North,411.17,True,20.0
ORD0993,2026-03-19,South,793.54,False,0.0
ORD0994,2025-11-24,South,696.31,False,0.0
ORD0995,2025-02-23,West,674.1,False,0.0
ORD0996,2025-08-27,South,602.61,False,0.0
ORD0997,2025-08-17,East,442.46,True,25.0
ORD0998,2026-08-02,North,631.36,False,0.0
ORD0999,2025-02-20,North,638.91,False,0.0
ORD1000,2025-09-21,West,496.2,False,0.0
